,correct_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
293,1,5,5,1,5,4,2,1,1,1,0,0,0,1,1,2,0,2,0,2,3,2
294,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,4,1,4,4,1,1,1
295,2,1,1,-1,2,2,3,0,0,0,1,1,0,0,0,1,1,2,4,1,2,1
296,1,1,2,5,5,4,4,2,2,2,2,0,2,2,2,1,0,0,2,0,3,0
297,1,3,2,3,3,2,3,4,4,4,2,0,0,4,4,1,0,0,0,0,3,3
298,4,4,2,1,1,4,2,3,3,3,2,3,4,1,3,4,3,0,4,2,3,3
299,2,1,1,1,5,3,4,4,4,4,1,1,3,4,4,2,1,0,2,1,3,3
300,5,3,3,1,5,2,5,1,0,0,2,4,0,4,4,1,4,0,1,1,2,3
301,1,1,2,1,2,4,1,1,3,1,0,0,2,3,1,3,0,0,0,0,2,2
302,5,4,3,4,1,3,4,3,4,2,3,4,0,3,2,4,4,0,0,0,3,3
303,3,2,5,5,3,2,3,0,0,0,2,2,3,0,0,0,2,0,1,3,3,1
304,5,4,2,1,2,2,4,4,4,4,4,4,2,4,4,4,4,0,0,1,2,2
305,4,1,3,-1,5,4,4,1,2,1,3,3,2,3,3,3,3,3,3,0,0,0
306,2,1,5,-1,1,4,2,4,3,0,1,1,2,4,2,0,1,0,0,3,3,0
307,4,4,5,-1,1,2,5,4,3,4,4,3,1,3,4,4,3,2,4,1,2,2
308,3,4,2,4,5,3,1,3,3,1,2,2,4,3,3,2,2,0,0,1,3,3
309,2,5,1,1,5,2,5,1,4,2,1,1,3,1,2,2,1,0,2,3,3,3
310,4,5,1,1,3,4,2,4,3,4,3,3,4,4,4,2,3,0,0,1,3,1
311,3,5,1,1,5,4,5,0,0,0,2,2,4,0,0,2,2,0,2,4,3,1
312,2,3,1,3,4,1,3,3,3,3,1,1,3,3,3,1,1,0,0,2,3,3
313,2,3,3,1,1,3,1,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0
314,1,2,3,1,3,3,4,3,3,3,0,0,0,4,3,0,0,0,1,2,2,2
315,3,4,2,2,3,4,4,1,2,1,2,2,4,1,1,2,2,0,1,1,3,3
316,2,5,3,1,2,3,2,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0
317,2,1,2,1,1,3,5,4,1,0,2,1,2,4,0,0,1,3,0,0,2,2
318,4,4,3,1,4,4,4,1,1,1,3,3,4,1,1,0,3,4,4,1,0,0
319,4,1,1,1,1,4,1,3,2,2,3,3,3,3,2,1,3,1,2,1,1,1
320,4,1,4,1,4,4,5,0,0,0,4,3,4,0,0,1,3,4,4,4,4,4
321,4,3,3,2,5,4,2,3,1,3,0,3,1,0,3,0,3,0,4,4,4,4
322,2,1,3,1,5,4,5,4,1,1,0,1,2,1,1,1,1,1,1,2,2,2
323,5,5,3,5,5,3,5,3,2,1,4,4,1,4,4,4,4,0,1,3,3,1
324,3,4,2,1,5,4,1,3,4,1,0,2,2,4,1,2,2,0,0,1,3,0
325,2,3,2,1,2,4,3,3,0,3,1,1,2,3,3,1,1,0,0,3,3,3
326,4,1,3,3,2,2,4,1,1,1,2,3,4,1,1,4,3,0,0,1,2,1
327,1,4,3,4,4,1,3,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3
328,1,5,1,1,5,1,2,0,3,0,0,0,3,0,0,0,0,0,0,4,4,4
329,1,1,2,-1,1,1,1,4,1,4,1,0,2,1,1,4,0,0,0,1,3,2
330,3,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,2,0,2,1,2,2
331,3,1,2,-1,5,4,1,3,4,1,2,2,3,2,1,3,2,0,4,4,4,4
332,5,2,2,-1,2,1,4,1,1,4,4,4,4,1,1,4,4,0,0,0,0,0
333,4,2,5,-1,2,3,5,2,2,2,0,3,3,2,2,0,3,0,0,1,2,2
334,2,2,2,-1,2,3,2,2,2,2,1,1,1,2,2,1,1,0,0,0,2,2
335,5,1,1,5,5,1,4,0,4,0,4,4,4,4,4,3,4,0,0,0,0,0
336,2,1,3,-1,5,3,5,0,2,4,4,1,1,1,4,2,1,3,2,1,3,1
337,5,5,1,4,5,2,2,3,2,2,3,4,0,3,2,0,4,0,0,1,3,3
338,5,3,3,1,5,2,1,2,2,2,4,4,3,2,2,1,4,1,1,4,3,2
339,5,1,3,-1,5,4,5,1,1,1,3,4,3,1,1,3,4,0,0,1,4,4
340,5,4,4,4,2,4,2,1,1,4,1,4,4,1,1,0,4,0,0,3,3,1
341,4,1,3,1,1,4,5,2,2,2,4,3,1,2,2,1,3,0,3,1,1,1
342,5,3,3,1,4,2,4,0,0,0,2,4,4,0,4,4,4,0,2,2,2,2
343,3,1,2,-1,5,3,4,4,4,4,0,2,3,4,2,2,2,2,0,0,3,3
344,2,4,1,-1,5,4,5,1,1,1,2,1,2,1,2,1,1,4,0,2,2,0
345,2,4,1,1,5,2,5,3,3,1,0,1,2,3,3,2,1,0,0,0,4,3
346,4,2,3,-1,2,1,1,3,3,0,4,3,3,3,2,3,3,0,3,4,2,2
347,3,5,2,5,5,4,3,3,0,0,2,2,3,0,0,2,2,0,0,1,4,1
348,2,3,3,1,4,3,5,1,0,2,0,1,1,1,0,1,1,0,2,3,2,2
349,1,3,3,-1,5,3,1,4,4,4,4,0,0,4,3,3,0,3,3,1,1,2
350,3,1,3,3,5,1,5,3,3,3,2,2,4,3,3,4,2,0,0,0,2,2
351,3,3,3,1,1,4,1,3,4,2,0,2,1,3,3,1,2,1,0,0,2,2
352,4,4,4,4,4,4,1,4,3,2,3,3,3,3,2,3,3,0,3,3,3,3
353,4,1,2,1,2,2,2,2,2,2,3,3,2,2,2,4,3,4,4,1,2,2
354,1,1,1,-1,5,4,5,3,3,1,0,0,4,3,1,3,0,3,3,2,2,2
355,3,5,3,3,1,2,1,4,4,4,0,2,4,4,4,1,2,0,1,2,2,4
356,4,1,1,1,1,3,5,2,2,2,0,3,4,2,2,1,3,1,4,2,2,2
357,5,3,3,1,1,4,5,0,0,0,2,4,1,0,0,1,4,1,1,1,3,1
358,2,1,1,-1,5,4,2,2,2,2,2,1,0,2,2,3,1,0,3,0,2,2
359,3,3,3,-1,4,1,5,1,1,1,2,2,0,1,0,2,2,0,3,0,3,3
360,4,3,1,1,2,1,4,2,2,2,4,3,4,2,2,4,3,3,0,2,0,0
361,5,2,3,1,2,2,5,2,2,2,0,4,3,2,2,4,4,0,1,2,1,2
362,4,2,3,4,2,3,2,3,0,4,0,3,4,4,4,4,3,0,1,1,1,1
363,2,3,4,1,4,2,3,3,3,3,2,1,0,3,3,1,1,1,0,0,0,0
364,3,4,4,1,2,1,4,4,4,4,2,2,0,4,4,2,2,0,0,0,0,0
365,1,2,3,2,2,3,5,0,0,2,0,0,4,0,2,0,0,0,1,1,1,2
366,4,1,1,5,5,2,4,2,4,1,3,3,4,2,1,1,3,1,0,0,4,0
367,3,4,3,5,5,4,1,3,3,3,2,2,1,3,3,0,2,0,0,4,4,4
368,3,5,3,1,5,2,3,1,4,3,2,2,3,1,1,3,2,0,4,4,4,4
369,3,5,3,5,1,2,3,3,3,3,0,2,0,3,3,2,2,0,2,4,4,4
370,1,4,1,-1,4,1,3,0,0,0,3,0,4,0,0,0,0,0,1,4,4,4
371,1,4,3,1,2,2,4,2,1,4,2,0,0,2,4,3,0,0,0,1,4,4
372,4,4,3,-1,4,2,5,3,3,3,2,3,1,3,3,4,3,0,0,1,1,1
373,5,1,2,1,2,1,3,2,2,2,0,4,4,0,0,3,4,0,3,1,1,1
374,3,2,2,1,2,3,4,3,2,1,4,2,4,3,3,0,2,2,0,1,1,1
375,3,3,3,-1,5,4,1,3,1,3,2,2,1,3,3,2,2,0,2,0,0,0
376,2,0,3,1,4,2,4,2,2,2,1,1,4,2,2,1,1,0,2,2,2,2
377,2,1,2,1,2,4,3,3,3,3,0,1,0,3,3,1,1,4,4,1,2,1
378,4,4,1,1,4,3,2,2,2,2,3,3,3,2,2,4,3,0,0,2,2,2
379,1,1,1,1,2,4,1,4,2,3,1,0,0,4,4,2,0,2,2,0,0,4
380,4,4,3,4,5,3,2,3,1,0,2,3,4,3,1,0,3,0,0,0,3,3
381,3,3,2,1,5,2,5,4,4,4,4,2,4,4,4,4,2,4,0,1,2,2
382,3,3,3,5,5,4,5,2,1,2,4,2,2,2,2,0,2,0,1,2,3,2
383,2,2,2,-1,2,4,5,4,2,2,1,1,1,2,2,0,1,0,4,1,4,4
384,3,1,1,1,4,4,2,3,3,3,0,2,1,3,3,4,2,0,0,1,2,2
385,4,1,3,5,4,1,5,2,2,2,0,3,4,2,2,0,3,0,4,4,3,2
386,3,5,1,1,5,4,2,1,1,1,1,2,4,1,1,0,2,0,3,3,2,3
387,1,4,1,4,4,1,3,2,3,0,1,0,2,3,0,0,0,0,4,1,4,4
388,3,2,3,1,2,1,4,2,2,2,2,2,2,2,2,4,2,0,1,1,2,2
389,5,3,3,3,2,1,4,2,0,0,4,4,0,0,0,3,4,3,0,2,2,2
390,5,4,1,1,5,1,1,4,4,4,2,4,1,4,4,0,4,0,0,2,4,3
391,2,3,3,4,2,1,4,0,0,0,1,1,4,0,0,0,1,3,0,1,2,2
392,4,2,3,1,2,1,3,3,3,3,3,3,3,3,3,0,3,0,1,2,2,3
393,2,5,3,5,5,4,4,3,3,3,4,1,2,3,3,2,1,2,2,1,3,4
394,2,2,2,1,5,3,1,2,4,4,1,1,0,4,4,2,1,0,0,1,1,1
395,3,4,2,1,4,4,4,2,1,2,0,2,3,2,2,1,2,1,1,1,3,3
396,1,3,3,-1,1,1,1,1,0,0,2,0,2,1,0,4,0,0,0,2,2,2
397,5,1,2,1,1,4,5,1,0,4,1,4,3,1,4,1,4,4,1,2,4,2
398,4,4,2,5,1,4,5,3,4,3,0,3,1,3,3,4,3,0,0,1,3,2
399,3,2,3,4,2,4,5,0,0,0,2,2,1,0,0,0,2,0,1,1,2,2
400,3,4,1,4,1,1,2,1,3,1,2,2,4,1,1,4,2,0,0,2,2,2
401,2,4,2,1,1,3,1,1,0,4,3,1,0,0,0,4,1,4,4,2,3,2
402,5,3,3,3,5,2,4,1,3,3,0,4,3,1,2,1,4,1,1,0,4,2
403,4,1,5,1,1,2,5,1,4,3,1,3,4,1,3,1,3,3,3,3,3,3
404,5,2,3,5,4,3,3,0,0,0,4,4,2,0,0,0,4,0,4,3,1,1
405,4,1,3,-1,2,3,4,4,2,2,2,3,0,2,2,3,3,0,3,2,0,2
406,2,3,3,1,3,4,4,1,0,1,1,1,0,1,1,1,1,0,0,4,4,4
407,2,1,5,1,1,1,3,2,2,2,4,1,4,2,2,1,1,4,0,3,3,3
408,1,4,2,5,4,2,4,0,2,2,0,0,1,0,2,0,0,0,4,4,4,4
409,2,4,3,4,4,3,1,0,3,1,1,1,3,1,1,4,1,0,3,3,3,3
410,5,1,3,4,2,1,1,0,0,0,4,4,2,0,0,3,4,0,0,1,1,1
411,5,-1,2,1,3,4,2,2,0,3,4,4,2,2,4,4,4,0,1,1,1,1
412,2,4,1,1,3,4,2,2,2,2,2,1,4,2,2,4,1,0,0,0,0,0
413,5,2,2,-1,5,3,2,3,2,1,4,4,2,0,2,0,4,0,1,1,3,3
414,1,5,3,4,4,3,5,3,3,3,2,0,4,3,3,4,0,4,4,3,3,3
415,5,2,3,5,5,1,1,0,0,0,4,4,1,0,0,0,4,0,1,2,3,2
416,3,3,3,1,3,3,1,1,1,1,2,2,1,1,1,3,2,0,1,1,1,2
417,2,4,3,4,4,2,2,2,2,2,4,1,2,2,2,0,1,4,0,2,2,2
418,5,2,2,4,2,4,1,3,3,3,0,4,3,3,3,3,4,0,3,1,1,1
419,2,1,3,1,5,4,1,1,0,1,0,1,3,1,1,1,1,2,1,2,3,2
420,4,2,2,1,2,2,1,1,1,1,3,3,2,1,1,0,3,0,1,4,2,2
421,4,5,2,5,1,1,2,2,0,2,3,3,3,3,0,1,3,1,0,2,2,3
422,3,4,1,1,4,1,4,0,1,4,1,2,4,0,0,2,2,0,0,0,1,1
423,2,4,3,1,5,1,1,0,4,0,1,1,1,0,4,2,1,0,2,1,4,3
424,3,1,1,1,5,3,5,2,4,2,4,2,3,2,2,1,2,0,0,1,4,2
425,3,3,3,2,3,2,1,2,2,2,2,2,2,4,2,0,2,0,0,2,3,3
426,3,5,3,1,3,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,4,2
427,1,4,1,4,2,2,4,1,4,1,4,0,0,3,4,4,0,0,4,1,3,3
428,4,3,3,5,5,1,3,0,3,3,3,3,4,3,0,0,3,0,1,1,2,3
429,3,3,3,1,4,3,1,2,2,2,2,2,2,2,2,4,2,0,0,0,2,2
430,4,4,1,1,1,2,5,2,4,4,4,3,1,0,4,3,3,0,3,0,0,0
431,4,4,3,1,1,2,4,3,3,3,1,3,4,3,3,1,3,1,3,1,1,1
432,1,5,1,-1,5,3,4,1,1,1,1,0,4,1,1,2,0,2,0,3,3,4
433,3,1,3,1,5,3,2,1,0,0,0,2,3,4,4,2,2,2,4,3,0,3
434,5,1,3,1,1,1,3,2,0,3,4,4,1,2,2,2,4,3,2,1,3,3
435,5,3,3,1,5,3,2,3,2,3,4,4,3,3,3,4,4,0,0,1,2,2
436,5,1,3,-1,5,2,2,2,2,2,4,4,0,1,2,4,4,0,4,1,3,2
437,4,1,2,1,5,1,1,0,0,0,4,3,4,0,0,2,3,0,0,4,0,0
438,2,4,3,1,1,4,4,4,0,1,4,1,3,4,1,1,1,1,0,2,2,2
439,1,2,3,5,2,2,4,1,1,3,2,0,4,1,3,0,0,0,1,1,2,2
440,4,1,3,3,4,1,5,4,4,4,1,3,1,4,4,3,3,3,0,1,0,0
441,5,2,2,4,5,1,4,1,2,0,2,4,1,1,1,0,4,0,1,1,3,3
442,3,5,3,1,5,4,3,3,3,3,0,2,2,3,3,1,2,0,0,3,2,2
443,2,4,2,4,2,2,2,1,2,1,3,1,1,2,1,0,1,0,1,1,3,2
444,3,1,2,-1,1,1,2,3,3,3,2,2,1,3,3,1,2,1,0,1,2,2
445,1,4,3,-1,4,1,1,1,1,1,2,0,2,1,1,0,0,0,1,1,4,4
446,4,2,2,1,4,3,5,1,0,1,4,3,2,1,1,0,3,0,0,3,2,3
447,4,2,2,1,5,3,2,3,3,3,3,3,0,3,3,2,3,2,1,0,1,1
448,5,4,3,1,4,2,3,0,0,0,4,4,2,0,0,0,4,0,0,1,2,3
449,5,3,3,4,1,1,3,2,4,0,1,4,0,2,1,4,4,4,0,1,0,0
450,3,2,2,1,2,4,3,2,2,2,2,2,1,2,2,0,2,0,1,3,1,1
451,1,3,3,1,3,3,5,3,3,3,4,0,1,3,3,0,0,0,1,1,3,3
452,1,4,2,1,4,4,3,4,4,0,2,0,3,1,1,2,0,0,0,1,3,3
453,1,1,1,1,1,4,5,4,4,4,2,0,1,4,4,4,0,0,0,3,3,3
454,1,1,3,1,3,3,4,4,4,4,0,0,4,1,4,3,0,0,3,1,2,2
455,3,4,3,2,3,2,4,1,1,1,2,2,1,1,1,4,2,0,2,3,3,3
456,1,2,3,-1,3,1,1,4,2,2,0,0,2,2,2,3,0,0,0,1,2,2
457,5,1,2,1,2,4,3,2,2,2,4,4,2,2,2,1,4,4,2,1,2,1
458,4,4,2,5,2,2,5,2,2,2,3,3,0,2,2,2,3,2,0,1,0,3
459,1,4,1,-1,3,4,3,3,4,3,3,0,4,3,4,4,0,4,0,2,1,2
460,2,3,3,1,3,1,4,1,1,1,0,1,0,1,1,0,1,0,3,0,3,3
461,4,4,3,3,3,2,2,3,3,3,0,3,2,3,3,0,3,0,2,3,2,3
462,2,3,3,1,1,1,5,3,3,3,0,1,0,3,3,4,1,0,0,2,2,2
463,1,2,3,1,3,1,5,1,2,2,0,0,2,3,2,0,0,0,2,2,2,2
464,5,4,2,1,2,1,2,0,2,2,4,4,4,2,2,4,4,4,1,1,2,2
465,5,2,3,-1,3,4,2,3,3,2,4,4,2,3,2,0,4,0,1,0,3,3
466,1,4,3,1,4,3,4,2,2,1,0,0,2,1,1,0,0,0,2,2,2,2
467,2,1,3,1,5,1,4,1,1,1,1,1,0,1,1,1,1,0,0,3,0,1
468,2,2,2,1,5,2,3,3,3,3,1,1,3,3,3,3,1,0,3,4,2,2
469,1,1,1906,1,1,1,2,3,2,2,2,0,3,2,2,1,0,3,3,1,2,2
470,1,1,1,1,1,4,5,4,4,4,3,0,4,2,2,1,0,0,1,2,2,2
471,1,1,1,1,1,2,4,2,2,4,3,0,3,2,2,2,0,3,3,1,3,1
472,3,5,1,5,4,4,3,2,2,2,2,2,2,2,2,0,2,0,1,2,4,4
473,4,5,2,1,1,3,5,2,2,2,1,3,2,2,2,4,3,4,4,1,2,2
474,1,1,1,-1,1,4,5,2,3,2,2,0,4,2,2,3,0,0,2,0,2,2
475,2,4,3,1,1,3,4,2,2,2,2,1,2,2,2,1,1,0,0,0,2,2
476,1,4,5,1,5,2,1,0,0,0,4,0,0,1,0,3,0,0,3,4,4,4
477,5,2,1,1,2,2,4,4,4,3,4,4,2,3,3,4,4,0,0,1,0,0
478,3,4,2,1,1,3,3,1,2,1,3,2,4,1,2,2,2,0,1,4,4,4
479,5,4,3,-1,4,1,5,3,3,3,1,4,1,3,3,1,4,0,0,3,3,3
480,1,3,3,-1,4,4,3,4,2,0,0,0,2,4,3,0,0,0,0,1,2,3
481,3,4,2,1,4,1,1,3,3,3,4,2,1,3,3,4,2,4,0,1,3,1
482,2,4,2,-1,2,2,1,1,2,1,2,1,0,3,1,2,1,0,0,0,0,0
483,3,2,1,1,5,4,3,0,0,0,1,2,3,0,0,2,2,2,0,1,0,0
484,4,5,3,1,5,2,4,0,0,0,1,3,0,0,0,0,3,0,1,1,2,2
485,3,1,3,1,5,1,3,1,0,1,0,2,1,1,3,3,2,0,4,4,2,2
486,2,3,3,-1,5,3,4,0,2,0,2,1,2,0,0,1,1,1,0,2,2,2
487,1,3,2,1,1,4,4,0,0,0,0,0,4,2,4,3,0,0,2,2,2,2
488,4,4,1,4,5,4,4,0,1,2,2,3,0,3,3,1,3,0,2,3,2,3
489,3,5,1,1,1,4,4,1,0,2,2,2,2,2,1,2,2,1,1,2,2,0
490,4,1,1,-1,2,2,3,1,1,4,3,3,0,1,1,4,3,0,4,0,2,2
491,1,1,4,1,1,1,3,4,2,4,4,0,2,3,4,2,0,0,0,3,0,1
492,2,4,2,4,4,3,2,0,0,0,4,1,3,0,0,2,1,0,1,0,2,2
493,3,1,3,1,2,2,3,1,1,1,4,2,1,1,1,3,2,3,2,2,2,2
494,2,3,2,5,2,3,4,3,3,3,2,1,3,3,3,0,1,0,0,0,2,2
495,4,2,2,1,4,1,3,3,1,2,0,3,0,3,2,0,3,0,1,2,2,2
496,2,5,3,-1,3,4,2,2,1,2,4,1,0,2,1,0,1,0,1,1,3,2
497,5,3,1,1,1,3,3,1,1,1,3,4,3,1,1,2,4,0,0,2,2,1
498,4,3,3,1,5,4,2,3,3,3,4,3,2,3,3,2,3,2,2,2,2,2
499,2,1,1,4,5,3,2,1,1,4,1,1,2,1,4,2,1,0,1,4,4,4
500,3,3,3,3,3,3,5,1,1,1,4,2,4,1,1,0,2,0,2,4,4,2
501,4,4,3,1,1,3,5,3,1,3,3,3,3,3,3,1,3,1,0,0,2,3
502,3,1,1,-1,5,2,4,0,0,0,4,2,2,0,0,3,2,3,3,1,4,2
503,3,1,3,-1,5,1,4,1,0,0,2,2,2,1,0,0,2,3,0,1,2,2
504,2,2,2,5,5,4,5,4,4,3,1,1,2,0,3,0,1,0,0,1,1,1
505,2,1,1,-1,1,3,4,2,1,1,3,1,3,2,1,2,1,1,1,1,1,1
506,5,3,2,1,5,3,4,3,0,0,4,4,1,3,0,0,4,0,0,4,3,3
507,1,1,1,-1,1,4,2,0,0,3,2,0,3,0,2,0,0,0,0,1,3,2
508,4,1,1,-1,1,2,5,2,2,1,0,3,0,0,1,3,3,0,3,1,3,2
509,4,3,3,5,2,3,3,4,4,4,0,3,0,4,4,0,3,0,0,0,2,2
510,1,3,3,-1,3,4,2,3,3,3,2,0,4,3,3,0,0,4,4,1,3,3
511,5,3,3,3,3,4,5,2,2,2,4,4,0,2,2,0,4,3,0,2,4,2
512,5,2,1,-1,3,4,1,1,2,0,2,4,4,1,1,2,4,2,0,4,0,1
513,1,5,3,1,5,2,3,4,4,4,3,0,2,4,4,4,0,0,0,3,3,2
514,3,5,2,1,2,3,4,4,3,0,2,2,4,4,0,0,2,0,1,2,2,2
515,5,4,2,2,1,3,4,3,2,2,4,4,4,3,2,2,4,0,0,0,0,0
516,3,1,2,-1,4,4,2,4,0,0,1,2,1,4,4,2,2,0,4,1,0,0
517,4,4,3,4,4,1,1,2,0,2,3,3,2,2,2,4,3,0,0,1,3,3
518,2,1,1,-1,2,3,4,3,3,3,2,1,4,3,3,1,1,4,4,1,2,2
519,3,1,1,1,1,3,1,3,3,3,2,2,2,3,3,4,2,4,4,2,2,2
520,1,3,3,1,4,4,5,1,3,1,2,0,3,1,3,4,0,0,0,1,3,2
521,1,2,1,1,2,3,5,0,0,4,0,0,0,0,4,4,0,4,0,0,2,0
522,4,1,1,1,4,2,4,2,1,1,2,3,0,2,0,4,3,4,3,3,2,3
523,3,5,2,1,4,2,3,3,3,3,2,2,1,3,3,0,2,0,0,1,2,2
524,3,4,1,1,2,3,4,2,2,2,2,2,4,2,2,2,2,3,3,1,3,3
525,4,2,3,2,5,4,4,2,2,2,3,3,3,2,2,0,3,0,1,1,2,2
526,4,2,2,4,5,4,5,2,2,2,0,3,3,2,2,3,3,0,0,0,2,2
527,3,1,1,1,1,4,1,0,0,0,1,2,2,0,0,1,2,0,0,0,3,0
528,5,4,2,1,2,4,2,3,3,3,4,4,1,3,3,4,4,0,0,1,3,1
529,4,1,2,-1,5,3,2,2,4,3,0,3,1,2,3,3,3,0,1,1,2,2
530,1,1,3,-1,3,4,5,0,0,4,0,0,3,0,4,0,0,4,4,0,1,3
531,3,2,2,5,5,2,5,2,2,2,3,2,0,2,2,0,2,0,1,1,3,3
532,5,5,3,1,1,3,2,3,3,3,4,4,3,3,3,3,4,0,0,0,0,0
533,1,5,5,1,5,1,4,2,3,3,0,0,0,3,3,1,0,0,1,4,4,4
534,2,5,3,1,5,3,3,3,3,3,1,1,3,3,3,1,1,0,0,0,0,0
535,1,1,1,-1,2,4,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0
536,1,1,1,-1,2,1,2,2,3,2,2,0,3,3,2,1,0,0,0,0,3,3
537,5,3,3,5,5,3,3,1,2,2,4,4,0,1,2,1,4,0,0,0,4,2
538,1,1,3,3,2,1,3,0,1,1,1,0,1,3,1,4,0,0,0,1,0,0
539,3,5,2,-1,1,5,4,0,3,0,0,2,2,0,0,0,2,0,0,1,2,2
540,1,1,2,1,1,1,3,2,2,2,0,0,3,2,2,2,0,2,2,3,3,3
541,1,1,1,1,4,3,4,0,0,3,2,0,4,0,3,0,0,0,0,2,2,2
542,1,3,2,-1,3,2,1,3,4,1,1,0,4,3,0,0,0,1,1,2,3,3
543,4,5,3,3,3,4,4,2,3,2,2,3,1,3,2,3,3,0,0,2,2,1
544,3,2,2,5,5,4,2,2,2,2,4,2,4,2,2,0,2,0,0,1,1,1
545,5,1,2,4,5,4,5,1,2,1,2,4,3,0,1,0,4,0,1,1,3,2
546,2,3,3,4,3,2,4,3,3,3,2,1,1,3,3,1,1,0,0,1,3,3
547,3,1,3,4,1,4,3,0,0,0,4,2,0,0,0,3,2,0,0,0,0,0
548,2,2,3,5,5,3,5,2,3,0,2,1,3,2,2,0,1,0,2,2,3,3
549,2,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3
550,2,4,3,5,5,1,4,2,3,3,4,1,0,3,3,0,1,0,0,2,2,2
551,1,4,2,1,2,2,3,1,1,1,0,0,0,1,1,2,0,0,0,1,3,1
552,5,2,3,-1,2,2,5,1,1,1,4,4,2,1,1,0,4,0,4,3,4,4
553,4,3,3,1,5,1,2,3,3,3,3,3,3,3,3,1,3,0,0,2,2,4
554,2,5,1,1,5,1,1,4,4,4,3,1,0,4,2,2,1,0,3,3,3,3
555,5,1,3,-1,4,3,3,0,0,1,0,4,2,0,1,4,4,4,4,1,1,2
556,3,4,4,1,4,2,5,4,1,1,0,2,3,4,1,1,2,0,0,3,3,1
557,5,5,5,1,4,2,5,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0
558,3,1,3,1,5,2,5,3,3,3,1,2,2,2,3,0,2,3,0,1,1,4
559,1,5,3,-1,5,1,5,1,1,4,3,0,3,1,1,1,0,0,0,0,2,3
560,3,3,2,1,3,1,1,0,2,0,2,2,0,4,1,4,2,4,0,1,2,1
561,4,3,3,1,4,2,4,0,1,1,3,3,0,0,2,1,3,0,2,4,3,2
562,4,2,1,1,1,3,1,1,1,1,3,3,0,0,1,3,3,0,0,0,2,2
563,5,3,2,1,5,4,3,4,0,0,4,4,4,2,2,2,4,0,0,4,4,0
564,4,5,3,-1,5,2,1,4,2,0,3,3,1,2,2,0,3,0,1,4,3,2
565,1,3,2,2,3,4,3,0,2,0,0,0,0,0,2,0,0,0,4,4,3,4
566,4,4,3,1,3,1,4,0,3,3,2,3,2,3,3,3,3,0,1,1,1,2
567,5,1,2,-1,2,1,1,3,3,3,4,4,3,2,1,1,4,1,2,1,1,1
568,5,1,2,-1,4,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,2,2
569,2,4,3,5,4,1,1,3,3,3,1,1,1,2,2,0,1,0,2,2,2,2
570,3,3,2,1,5,1,4,0,1,0,3,2,2,0,3,2,2,0,0,1,0,4
571,1,3,2,1,3,1,1,0,4,2,1,0,1,2,4,1,0,0,1,4,4,4
572,1,3,3,3,1,3,2,4,1,1,0,0,2,4,1,1,0,0,4,2,3,2
573,5,3,2,1,1,4,4,0,0,0,0,4,0,0,0,1,4,0,0,1,1,3
574,3,3,3,1,2,3,3,4,3,4,2,2,1,0,3,4,2,0,0,1,0,0
575,5,1,3,-1,3,4,3,2,2,2,2,4,3,2,2,3,4,3,3,1,3,2
576,5,2,3,3,5,1,3,1,4,1,4,4,1,4,4,3,4,3,3,2,1,1
577,1,1,3,1,2,3,5,1,1,1,0,0,2,1,1,3,0,0,3,1,3,2
578,2,4,2,1,4,4,4,3,3,3,1,1,2,3,3,4,1,0,0,1,3,2
579,3,2,2,1,5,1,4,0,0,0,3,2,0,0,0,4,2,4,4,1,2,2
580,4,4,3,1,4,4,3,1,1,1,3,3,0,1,1,1,3,0,1,4,4,3
581,5,4,3,1,4,4,5,4,4,4,2,4,1,4,4,2,4,2,0,1,0,0
582,5,1,3,-1,1,4,3,1,1,1,3,4,4,1,1,3,4,3,0,2,0,2
583,2,1,1,1,1,4,2,1,3,0,0,1,1,1,0,2,1,0,2,0,0,0
584,3,2,2,1,2,3,2,1,1,1,0,2,0,1,1,3,2,3,3,1,1,2
585,4,4,1,1,5,3,3,2,1,2,4,3,3,2,2,1,3,0,0,0,0,0
586,2,1,3,1,5,4,5,0,1,1,0,1,3,1,1,1,1,4,1,2,3,2
587,3,1,1,1,4,1,2,4,2,1,2,2,2,4,4,0,2,0,0,0,0,0
588,1,5,3,1,1,1,3,1,1,4,4,0,4,2,4,1,0,1,0,0,4,4
589,4,4,2,1,1,4,5,0,4,2,3,3,0,0,0,3,3,3,1,1,2,3
590,2,1,3,1,5,1,5,4,4,4,1,1,1,4,4,3,1,0,0,1,2,2
