,correct_option,validated_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
282,5,5,4,5,5,3,2,2,2,4,4,1,4,4,2,0,1,4,0,0,1,0,0
283,3,3,2,2,5,4,2,3,2,2,2,2,2,1,2,0,0,2,0,0,1,0,0
284,4,4,4,4,4,4,4,1,0,3,3,1,3,0,4,3,0,3,0,3,1,3,3
285,3,3,3,3,5,1,3,3,3,2,0,2,2,3,3,0,0,2,0,0,2,2,0
286,3,3,3,3,5,3,1,4,4,2,0,3,2,1,4,0,0,2,0,0,1,0,3
287,2,2,4,5,5,4,2,4,3,1,1,2,1,1,1,2,0,1,0,0,1,1,1
288,5,5,4,5,5,5,5,5,4,4,0,2,4,1,4,0,0,4,0,0,1,0,4
289,3,3,3,3,5,2,2,1,0,2,2,2,2,0,3,0,0,2,1,0,2,1,1
290,3,3,3,2,3,1,1,4,2,2,2,4,2,3,2,2,2,2,0,0,1,0,2
291,3,3,3,3,2,3,3,4,3,2,4,0,2,0,3,3,0,2,0,0,1,2,2
292,4,4,4,4,4,4,4,1,2,3,2,0,3,3,2,2,0,3,3,0,1,3,3
293,5,5,5,5,5,5,1,2,4,4,4,1,4,1,4,4,0,4,0,0,2,4,4
294,5,5,3,5,5,5,4,1,3,4,2,3,4,3,2,2,0,4,0,0,1,2,4
295,5,5,5,1,5,2,6,4,4,4,4,4,4,3,4,1,1,4,0,0,1,0,4
296,3,3,3,1,4,3,2,5,3,2,2,2,2,4,2,2,0,2,0,0,1,2,2
297,2,2,4,5,1,2,2,4,2,1,4,2,1,3,2,4,1,1,3,0,0,3,1
298,3,3,3,5,5,3,4,2,4,2,4,1,2,2,4,3,0,2,0,0,0,2,2
299,3,3,3,3,5,3,3,5,2,2,2,4,2,4,2,2,0,2,0,0,1,0,0
300,4,4,2,2,4,4,2,2,0,3,3,2,3,3,0,4,0,3,0,0,3,0,3
301,3,3,3,3,4,3,1,5,4,2,0,0,2,3,3,0,0,2,0,0,3,0,0
302,2,2,2,3,5,2,2,4,1,1,1,0,1,0,1,1,0,1,0,0,1,2,0
303,5,5,4,5,5,1,5,2,1,4,0,4,4,2,1,1,0,4,4,3,2,4,4
304,3,3,3,3,5,3,1,4,1,2,3,1,2,4,1,1,0,2,0,0,1,0,0
305,4,4,4,1,5,3,4,2,4,3,4,3,3,3,4,1,0,3,0,0,1,0,0
306,4,4,4,4,1,4,4,4,4,3,2,2,3,4,0,2,0,3,3,0,1,3,0
307,2,2,3,1,5,2,1,1,1,1,0,2,1,3,1,0,0,1,0,0,1,2,2
308,5,5,3,1,5,5,4,3,4,4,4,4,4,4,2,3,0,4,0,0,1,2,3
309,4,4,3,3,5,1,4,2,1,3,4,0,3,0,3,0,0,3,0,0,3,3,3
310,4,4,4,1,5,3,4,1,4,3,1,4,3,1,4,1,0,3,0,0,0,0,0
311,3,3,3,2,5,1,1,3,2,2,1,0,2,0,1,1,0,2,0,0,1,2,0
312,4,4,4,4,4,4,3,2,3,3,3,3,3,4,3,3,0,3,0,4,1,2,3
313,5,5,5,-1,5,5,4,5,4,4,4,4,4,0,4,4,0,4,0,0,1,3,4
314,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,0,3,0,0,1,3,3
315,4,4,4,4,5,4,4,3,1,3,0,0,3,4,0,0,0,3,4,0,3,3,3
316,5,5,5,1,5,5,5,3,3,4,1,1,4,0,1,3,0,4,0,0,0,2,4
317,4,4,4,4,5,4,4,3,2,3,0,2,3,2,2,0,0,3,0,0,1,2,3
318,3,3,3,1,3,3,3,5,2,2,2,2,2,0,2,2,0,2,0,0,1,2,2
319,3,3,3,3,3,3,3,1,0,2,2,2,2,4,0,0,0,2,0,2,1,2,2
320,3,3,3,3,5,3,3,4,3,2,2,3,2,4,3,3,0,2,0,0,1,0,2
321,3,3,3,2,3,3,3,3,0,2,2,0,2,0,0,2,0,2,0,2,1,0,2
322,3,3,3,3,5,3,4,1,0,2,2,4,2,1,0,4,0,2,0,0,1,2,2
323,2,2,2,5,5,2,5,5,3,1,3,0,1,3,3,3,0,1,0,0,1,2,0
324,3,3,2,3,5,2,4,2,2,2,2,0,2,4,3,4,0,2,0,0,1,3,0
325,5,5,2,1,5,3,3,3,4,4,2,4,4,1,3,4,0,4,0,0,0,1,0
326,5,5,1,5,5,1,5,4,3,4,4,4,4,4,4,4,0,4,4,0,1,4,4
327,4,4,4,5,4,1,5,1,2,3,3,3,3,1,0,3,0,3,3,0,1,3,0
328,4,4,4,4,5,4,4,3,1,3,2,3,3,4,3,3,0,3,0,0,1,0,4
329,4,4,3,3,4,2,3,5,3,3,3,3,3,4,0,1,0,3,0,0,1,0,0
330,2,2,2,2,5,2,3,4,3,1,2,1,1,3,2,2,0,1,0,1,1,1,1
331,2,2,2,2,4,4,2,4,0,1,1,1,1,1,3,3,0,1,0,0,1,1,1
332,3,3,3,3,3,3,3,4,2,2,2,2,2,0,2,2,0,2,0,0,1,2,2
333,4,4,4,4,4,4,3,3,2,3,2,0,3,1,2,1,0,3,1,0,0,2,1
334,3,3,3,3,4,3,3,3,2,2,2,2,2,2,3,2,0,2,0,0,1,2,2
335,3,3,3,5,5,3,3,3,3,2,4,2,2,2,4,0,0,2,0,0,1,2,2
336,3,3,3,-1,3,3,4,5,2,2,0,1,2,3,0,2,0,2,0,0,1,2,2
337,2,2,3,3,1,2,1,4,3,1,4,3,1,2,3,4,0,1,0,0,0,0,0
338,3,3,3,3,1,3,2,1,0,2,0,2,2,2,1,0,0,2,0,0,1,2,0
339,3,3,3,3,5,3,3,3,4,2,0,1,2,2,0,0,0,2,0,0,2,2,2
340,4,4,4,4,4,1,4,4,2,3,3,2,3,3,2,2,0,3,0,0,1,3,3
341,2,2,2,2,5,2,1,1,1,1,1,4,1,1,4,1,0,1,0,0,1,0,1
342,5,5,3,5,5,2,5,5,4,4,4,0,4,3,4,4,0,4,0,0,1,0,4
343,4,4,3,1,4,3,3,3,4,3,4,1,3,3,3,3,0,3,0,0,1,0,2
344,2,2,4,2,5,3,1,1,3,1,2,0,1,3,1,3,0,1,0,0,1,0,0
345,5,5,4,5,5,5,5,5,1,4,1,1,4,3,1,1,0,4,0,0,0,0,4
346,4,4,4,4,4,4,4,2,2,3,3,2,3,2,2,3,0,3,0,0,0,3,3
347,5,5,5,1,5,5,3,5,4,4,4,4,4,2,4,4,0,4,0,0,1,2,4
348,4,4,4,4,5,4,3,1,1,3,3,1,3,4,1,3,0,3,0,0,0,0,0
349,2,2,3,3,3,3,1,3,1,1,4,0,1,2,1,0,0,1,2,0,1,2,0
350,1,1,4,1,1,1,1,3,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0
351,4,4,4,2,3,3,2,1,4,3,4,4,3,1,4,4,0,3,0,0,1,0,0
352,3,3,3,4,1,3,1,4,0,2,2,3,2,0,0,0,0,2,0,0,1,0,0
353,3,3,3,3,4,3,2,2,2,2,2,2,2,1,2,2,0,2,0,0,1,2,2
354,5,5,3,3,5,5,5,5,2,4,2,2,4,0,2,4,0,4,0,0,1,0,4
355,3,3,3,1,4,3,3,1,1,2,3,3,2,3,1,1,0,2,0,2,0,2,2
356,4,4,3,5,5,2,4,1,0,3,1,0,3,4,0,3,0,3,0,0,1,3,3
357,5,5,4,3,4,5,1,2,0,4,1,0,4,0,0,4,0,4,0,0,1,0,0
358,3,3,3,4,5,3,3,5,0,2,1,3,2,2,1,1,0,2,0,0,1,2,2
359,4,4,4,4,4,5,3,5,3,3,4,0,3,0,3,4,0,3,0,0,1,0,0
360,2,2,2,1,5,2,2,3,2,1,3,3,1,1,2,3,0,1,0,0,3,2,0
361,3,3,3,3,5,2,3,5,3,2,3,3,2,1,3,3,0,2,0,0,1,2,2
362,2,2,2,2,5,2,1,3,4,1,2,1,1,0,4,1,0,1,0,1,1,1,1
363,5,5,4,5,5,5,1,5,4,4,4,3,4,0,4,3,0,4,0,0,1,0,4
364,5,5,3,5,5,5,3,4,1,4,0,2,4,3,1,0,0,4,0,4,1,4,4
365,5,5,5,5,5,5,3,5,3,4,3,3,4,4,4,3,0,4,0,4,4,4,4
366,3,3,3,3,5,3,4,2,2,2,2,2,2,1,1,1,0,2,2,2,0,2,2
367,3,3,2,1,5,2,3,1,3,2,1,3,2,0,3,1,0,2,0,3,1,2,4
368,2,2,3,5,1,3,2,2,3,1,3,2,1,3,3,3,0,1,0,0,0,0,1
369,2,2,4,1,4,2,3,3,2,1,2,0,1,0,2,2,0,1,0,0,1,0,0
370,3,3,3,3,5,3,3,4,1,2,1,3,2,4,3,1,0,2,0,0,1,0,0
371,2,2,4,3,4,2,2,1,2,1,3,0,1,0,2,0,0,1,0,0,1,0,1
372,3,3,3,3,5,3,3,1,3,2,3,3,2,1,2,2,0,2,0,0,1,2,2
373,4,4,4,4,4,4,4,4,3,3,3,0,3,1,2,3,0,3,0,0,1,3,3
374,4,4,4,4,5,3,4,4,3,3,3,0,3,3,3,3,0,3,4,0,1,3,0
375,5,5,2,3,4,2,3,5,4,4,4,0,4,1,2,1,0,4,3,0,1,3,3
376,3,3,3,3,5,2,3,4,2,2,0,3,2,0,0,1,0,2,0,0,1,2,2
377,4,4,2,4,5,4,3,2,3,3,3,4,3,2,3,3,0,3,0,0,1,2,3
378,4,4,4,4,4,3,1,1,3,3,3,3,3,1,3,3,0,3,0,0,2,3,3
379,2,2,3,3,5,3,2,3,1,1,1,1,1,2,1,1,0,1,0,0,1,0,0
380,1,1,2,1,5,1,3,5,2,0,0,3,0,1,3,0,0,0,0,0,1,0,0
381,4,4,4,4,4,4,4,4,1,3,4,4,3,3,1,1,0,3,0,0,1,3,3
382,5,5,4,5,5,5,4,1,4,4,0,4,4,4,4,0,0,4,0,0,1,4,4
383,2,2,2,2,4,2,2,3,0,1,1,1,1,4,0,1,0,1,0,0,1,1,1
384,4,4,4,2,4,3,3,4,3,3,0,1,3,0,4,1,0,3,0,0,1,3,3
385,3,3,3,3,5,3,1,2,0,2,2,3,2,0,2,0,0,2,0,0,0,0,2
386,4,4,4,5,4,4,4,5,2,3,1,3,3,2,2,1,0,3,0,0,1,0,3
387,4,4,4,5,4,2,4,3,0,3,0,0,3,2,3,3,0,3,0,0,1,3,3
388,2,2,4,2,4,2,2,3,1,1,3,1,1,1,1,0,0,1,0,0,1,1,1
389,3,3,2,5,4,2,2,4,1,2,1,2,2,4,1,1,0,2,0,0,1,1,1
390,3,3,3,3,4,3,1,2,4,2,1,3,2,2,4,4,0,2,0,0,1,0,0
391,4,4,2,5,4,2,1,3,4,3,4,1,3,2,4,4,0,3,0,0,1,0,0
392,4,4,4,5,4,4,4,5,3,3,3,3,3,0,3,3,0,3,0,0,1,2,0
393,5,5,4,3,3,1,5,3,0,4,3,2,4,2,0,3,0,4,0,0,1,0,4
394,3,3,3,3,5,2,3,4,2,2,1,0,2,4,2,1,0,2,0,0,1,0,2
395,3,3,3,3,5,3,3,5,0,2,3,1,2,0,0,2,0,2,0,0,1,2,2
396,3,3,2,2,4,2,3,2,2,2,2,4,2,2,2,2,0,2,0,0,1,3,2
397,3,3,3,3,4,3,1,3,2,2,2,0,2,0,2,2,0,2,0,2,1,2,2
398,4,4,4,4,5,4,4,1,2,3,2,1,3,3,1,2,0,3,0,0,1,1,1
399,4,4,4,5,5,3,2,4,3,3,3,0,3,4,4,4,0,3,0,0,1,0,0
400,1,1,1,2,5,1,1,3,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0
401,5,5,3,3,5,5,1,1,2,4,2,0,4,1,2,2,0,4,0,0,1,0,0
402,3,3,3,2,5,2,1,1,2,2,2,2,2,2,2,2,0,2,0,0,1,0,0
403,5,5,2,3,4,3,4,3,4,4,4,0,4,1,4,4,0,4,0,0,1,4,4
404,3,3,3,3,5,1,3,4,2,2,3,0,2,3,2,4,0,2,2,0,1,2,2
405,1,1,4,1,5,1,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
406,4,4,2,5,4,2,3,1,1,3,3,1,3,1,3,3,0,3,0,0,1,1,0
407,1,1,4,5,5,2,1,5,4,0,1,2,0,4,1,1,0,0,0,0,1,0,0
408,3,3,3,3,4,3,1,2,3,2,3,2,2,1,3,3,0,2,0,0,1,2,0
409,3,3,3,2,4,2,3,2,3,2,4,0,2,4,4,4,0,2,0,1,0,0,0
410,2,2,2,2,5,2,2,4,1,1,1,1,1,3,1,1,0,1,0,0,1,1,1
411,4,4,4,4,5,4,4,4,3,3,3,1,3,1,1,0,0,3,0,0,1,2,3
412,3,3,3,3,4,3,3,5,2,2,2,0,2,2,2,2,0,2,0,1,0,1,2
413,3,3,3,3,5,3,1,4,2,2,2,2,2,4,4,4,0,2,0,0,1,0,0
414,1,1,1,5,5,1,1,3,1,0,1,2,0,4,1,1,0,0,0,0,1,0,0
415,1,1,4,5,5,1,3,2,2,0,0,0,0,2,3,0,0,0,0,0,1,2,0
416,4,4,3,5,5,4,2,1,3,3,3,0,3,3,3,3,0,3,0,0,1,0,0
417,4,4,3,1,4,4,1,5,3,3,1,3,3,1,0,4,0,3,0,0,1,0,0
418,3,3,2,2,4,3,3,4,2,2,1,1,2,1,2,2,0,2,0,0,1,2,2
419,3,3,4,2,5,3,1,5,4,2,0,1,2,0,4,0,0,2,0,0,1,2,0
420,2,2,4,2,4,2,2,3,0,1,2,1,1,0,0,0,0,1,0,0,1,3,0
421,2,2,4,2,4,2,3,3,2,1,2,0,1,4,0,4,0,1,0,0,1,3,0
422,5,5,5,5,5,5,2,3,3,4,4,1,4,2,1,4,0,4,0,0,1,0,0
423,3,3,4,2,4,3,4,4,2,2,1,0,2,3,2,2,0,2,0,0,2,2,0
424,1,1,3,1,5,2,1,2,0,0,4,4,0,4,1,2,0,0,0,0,1,0,0
425,4,4,4,2,5,2,2,4,1,3,1,3,3,2,1,1,0,3,0,0,1,0,0
426,2,2,4,4,5,2,2,1,2,1,0,0,1,4,4,0,0,1,0,0,1,1,1
427,2,2,2,5,5,5,2,2,1,1,1,2,1,0,1,1,0,1,0,0,1,0,0
428,5,5,3,5,5,5,3,2,4,4,4,4,4,4,4,4,0,4,0,4,4,2,4
429,4,4,4,4,4,4,4,1,3,3,3,0,3,1,2,3,0,3,0,0,1,1,3
430,4,4,4,1,5,4,4,5,0,3,4,3,3,1,0,0,0,3,0,0,1,1,0
431,3,3,3,3,5,3,2,4,0,2,2,2,2,0,0,0,0,2,0,0,1,2,0
432,3,3,3,3,4,5,2,3,1,2,1,4,2,3,2,1,0,2,0,0,0,0,0
433,3,3,3,3,4,1,2,4,2,2,3,3,2,0,2,1,0,2,0,0,1,2,2
434,4,4,4,4,5,4,3,5,0,3,4,1,3,2,0,2,0,3,0,0,0,0,3
435,5,5,5,5,5,5,4,1,1,4,4,1,4,0,0,4,0,4,0,0,0,2,4
436,3,3,3,3,4,3,2,5,0,2,0,2,2,3,0,0,0,2,0,0,1,0,0
437,4,4,4,2,5,3,1,5,3,3,3,4,3,2,3,1,0,3,2,0,1,2,2
438,4,4,3,2,4,3,2,5,2,3,2,2,3,1,2,2,0,3,0,0,0,2,0
439,4,4,1,1,5,3,3,4,0,3,0,4,3,3,0,0,0,3,0,0,1,2,0
440,2,2,4,3,5,4,1,2,4,1,1,4,1,4,4,1,0,1,0,0,0,0,0
441,3,3,1,5,1,1,4,3,4,2,3,2,2,0,4,4,0,2,0,0,1,0,0
442,2,2,2,2,5,2,2,1,3,1,0,3,1,2,2,0,0,1,0,0,1,1,1
443,4,4,4,4,4,1,4,1,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3
444,3,3,3,5,3,3,1,3,2,2,2,2,2,2,1,2,0,2,0,0,1,0,2
445,4,4,4,2,5,1,3,5,2,3,0,4,3,1,2,2,0,3,0,0,1,0,0
446,4,4,4,4,5,4,4,3,1,3,1,3,3,4,1,1,0,3,0,0,1,3,0
447,3,3,4,5,5,5,4,4,0,2,3,2,2,1,3,3,0,2,0,0,1,2,2
448,5,5,5,5,5,4,1,2,4,4,4,0,4,1,4,4,0,4,0,0,1,2,4
449,3,3,4,3,4,3,3,2,1,2,2,1,2,0,1,1,0,2,0,0,1,0,2
450,4,4,4,5,4,2,4,5,3,3,3,2,3,0,3,3,0,3,3,0,3,3,3
451,5,5,5,5,5,5,3,3,4,4,4,4,4,4,1,4,0,4,4,4,1,4,4
452,5,5,4,3,5,2,4,3,1,4,4,4,4,1,1,4,0,4,0,0,1,2,4
453,2,2,2,2,5,2,2,4,3,1,1,1,1,0,3,1,0,1,0,0,1,1,0
454,1,1,2,2,5,2,1,3,1,0,4,2,0,4,0,1,0,0,0,0,1,0,0
455,2,2,4,3,5,2,1,5,3,1,3,4,1,2,3,4,0,1,0,0,0,0,0
456,4,4,4,4,4,4,4,2,3,3,3,2,3,1,3,3,0,3,3,0,4,3,3
457,3,3,2,2,2,2,2,2,0,2,0,1,2,1,1,0,0,2,0,0,2,1,1
458,4,4,4,4,5,4,4,3,0,3,4,1,3,0,4,0,0,3,0,3,1,3,3
459,2,2,4,3,4,3,5,2,1,1,0,1,1,4,1,0,0,1,0,0,1,0,0
460,5,5,4,5,5,1,3,2,1,4,2,3,4,2,2,2,0,4,4,0,1,4,4
461,2,2,3,3,5,1,3,3,4,1,4,0,1,1,4,4,0,1,0,0,0,0,0
462,3,3,3,5,5,2,3,3,4,2,4,0,2,1,4,4,0,2,2,0,1,2,2
463,3,3,3,3,5,3,3,2,4,2,2,2,2,1,2,2,0,2,0,0,1,0,0
464,2,2,3,2,5,2,2,1,2,1,1,1,1,3,2,1,0,1,0,0,1,0,1
465,3,3,3,3,5,2,3,4,1,2,1,3,2,2,1,2,0,2,0,0,1,2,2
466,5,5,3,3,5,3,2,5,3,4,2,2,4,1,1,2,0,4,4,0,0,2,4
467,4,4,2,4,4,1,4,5,2,3,4,2,3,4,2,2,0,3,0,0,1,0,0
468,4,4,4,5,5,3,4,3,3,3,4,3,3,2,3,4,0,3,0,0,1,3,3
469,2,2,2,2,5,1,1,3,0,1,2,1,1,2,0,2,0,1,0,0,1,0,0
470,5,5,3,3,4,1,4,5,0,4,4,4,4,3,0,1,0,4,0,0,1,2,2
471,5,5,5,5,5,5,5,3,3,4,3,4,4,4,3,3,0,4,4,4,1,4,4
472,5,5,5,5,5,2,3,4,4,4,4,0,4,3,4,4,0,4,0,0,4,2,4
473,3,3,3,1,5,3,3,5,4,2,4,3,2,1,4,1,0,2,0,0,2,2,2
474,3,3,3,3,5,3,3,5,2,2,2,1,2,1,2,2,0,2,0,0,1,2,2
475,2,2,2,2,2,2,2,5,0,1,3,4,1,4,0,3,0,1,0,1,0,1,1
476,3,3,3,1,3,3,4,3,2,2,2,2,2,1,2,2,0,2,0,0,2,2,2
477,3,3,3,3,4,3,3,3,4,2,2,2,2,1,4,2,0,2,2,0,1,1,1
478,2,2,4,4,5,5,2,3,1,1,1,1,1,3,1,1,0,1,0,4,0,0,1
479,4,4,4,4,4,4,4,1,3,3,2,3,3,0,4,2,0,3,0,0,0,3,3
480,3,3,3,3,4,3,3,1,0,2,2,2,2,4,0,2,0,2,0,0,1,2,2
481,4,4,4,3,5,3,1,3,3,3,1,3,3,3,1,1,0,3,0,0,0,2,2
482,3,3,3,1,4,3,3,4,0,2,2,4,2,3,0,2,0,2,0,0,1,2,2
483,2,2,2,1,4,3,2,1,4,1,4,2,1,3,4,4,0,1,2,0,1,1,1
484,3,3,4,2,5,4,5,5,1,2,0,3,2,2,3,2,0,2,0,0,1,2,2
485,3,3,3,3,5,2,3,3,1,2,0,1,2,0,0,0,0,2,0,0,1,2,2
486,4,4,4,4,4,4,5,2,2,3,1,3,3,4,3,3,0,3,0,0,0,3,4
487,5,5,3,3,5,5,3,3,4,4,4,4,4,1,4,4,0,4,0,0,1,1,4
488,2,2,4,2,5,3,2,1,4,1,2,3,1,4,4,2,0,1,0,0,1,0,0
489,2,2,2,4,5,2,2,4,1,1,1,3,1,1,1,1,0,1,0,1,2,1,1
490,2,2,2,5,2,2,2,1,0,1,4,1,1,4,3,3,0,1,0,0,0,0,0
491,3,3,3,3,5,3,3,3,0,2,1,4,2,2,4,1,0,2,0,0,1,2,2
492,2,2,4,1,4,2,3,4,3,1,1,1,1,4,3,1,0,1,0,0,1,0,0
493,5,5,4,5,5,3,5,3,0,4,0,3,4,1,1,1,0,4,0,0,1,2,0
494,4,4,2,2,5,5,1,2,2,3,1,3,3,4,2,1,0,3,0,0,1,2,4
495,2,2,3,3,5,2,2,1,3,1,4,1,1,0,3,2,0,1,0,0,1,0,0
496,5,5,4,5,4,4,3,5,2,4,2,1,4,0,4,2,0,4,0,0,1,3,4
497,3,3,3,3,5,3,3,1,2,2,2,1,2,2,2,2,0,2,2,2,1,2,2
498,5,5,4,4,5,5,2,1,1,4,1,4,4,3,1,2,0,4,0,0,1,4,4
499,4,4,4,5,3,1,3,2,3,3,0,3,3,0,3,3,0,3,0,0,1,2,3
500,5,5,4,3,5,5,3,5,2,4,0,0,4,1,0,1,0,4,0,0,1,0,2
501,1,1,3,2,5,1,2,3,4,0,0,4,0,3,4,4,0,0,0,0,0,0,3
502,3,3,3,3,4,3,2,5,2,2,0,0,2,3,2,0,0,2,0,0,1,0,2
503,3,3,3,3,5,3,3,2,0,2,1,2,2,2,0,1,0,2,0,0,1,2,2
504,2,2,4,1,5,2,1,3,0,1,0,3,1,3,1,0,0,1,0,0,1,0,0
505,2,2,2,2,5,2,2,3,0,1,3,3,1,4,3,3,0,1,0,0,1,1,1
506,3,3,3,3,5,3,2,4,4,2,0,2,2,2,4,0,0,2,0,0,0,2,2
507,4,4,4,4,4,4,3,2,3,3,3,3,3,3,0,3,0,3,3,0,3,3,3
508,4,4,4,4,4,4,4,5,4,3,0,4,3,4,0,0,0,3,3,3,1,3,3
509,4,4,4,4,5,4,2,3,3,3,2,2,3,1,1,2,0,3,0,3,1,3,3
510,2,2,4,4,5,2,1,3,1,1,1,0,1,2,1,0,0,1,0,0,1,2,1
511,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,0,3,3,3,1,3,3
512,4,4,4,4,5,1,1,2,0,3,3,4,3,2,0,3,0,3,0,0,1,0,2
513,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,4,0,0,1,2,1
514,2,2,2,2,3,2,2,2,1,1,1,4,1,1,1,1,0,1,0,0,0,1,1
515,5,5,4,5,5,5,1,3,4,4,4,4,4,4,4,4,0,4,0,3,1,3,3
516,4,4,4,5,4,4,4,2,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3
517,3,3,3,3,3,3,3,2,0,2,0,1,2,0,0,0,0,2,2,2,1,2,2
518,5,5,5,5,5,1,1,4,2,4,3,2,4,4,3,3,0,4,0,4,1,4,4
519,2,2,2,2,5,2,2,5,1,1,0,1,1,4,1,1,0,1,3,1,1,3,1
520,4,4,4,4,4,4,4,5,2,3,0,0,3,1,2,0,0,3,0,0,1,3,3
521,5,5,4,5,5,5,1,5,4,4,4,4,4,3,4,4,0,4,0,4,1,4,4
522,5,5,4,5,5,5,5,5,1,4,4,4,4,4,1,1,0,4,0,0,1,0,4
523,5,5,4,2,4,3,2,2,0,4,2,2,4,3,0,2,0,4,0,0,1,1,1
524,4,4,3,1,5,4,4,1,0,3,2,0,3,0,0,2,0,3,0,0,1,0,0
525,4,4,2,5,5,2,4,3,0,3,0,3,3,2,0,3,0,3,0,0,0,3,3
526,3,3,3,3,5,3,4,4,0,2,0,4,2,0,0,0,0,2,1,2,0,2,2
527,3,3,3,1,4,3,3,5,2,2,2,4,2,2,2,1,0,2,0,0,1,2,0
528,3,3,3,3,4,3,3,1,2,2,4,1,2,2,2,0,1,2,3,0,0,3,3
529,4,4,2,4,5,2,2,2,3,3,3,0,3,2,3,1,0,3,0,0,1,3,1
530,4,4,3,3,4,1,1,5,3,3,3,4,3,1,3,3,0,3,0,0,1,0,1
531,2,2,2,1,2,2,2,3,4,1,3,3,1,4,3,3,0,1,0,0,1,1,1
532,4,4,4,3,5,3,3,1,3,3,3,4,3,1,3,3,0,3,0,0,1,0,0
533,3,3,3,3,5,2,3,1,4,2,3,3,2,0,4,3,0,2,0,0,1,2,2
534,3,3,3,3,5,3,1,5,1,2,2,1,2,4,1,1,0,2,2,0,1,2,2
535,4,4,4,4,4,4,4,4,3,3,0,1,3,2,3,0,0,3,3,3,1,3,3
536,3,3,3,3,5,3,3,5,0,2,2,4,2,0,0,2,0,2,0,0,1,2,2
537,4,4,4,4,5,2,4,2,3,3,3,3,3,3,3,3,0,3,0,0,1,3,3
538,4,4,4,1,4,3,4,4,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3
539,5,5,4,4,1,1,4,4,3,4,0,4,4,3,3,0,0,4,0,0,1,0,4
540,2,2,2,2,5,2,1,4,1,1,0,0,1,3,1,0,0,1,0,0,1,0,0
541,4,4,4,4,5,4,2,4,3,3,2,1,3,1,3,0,0,3,3,0,3,3,3
542,4,4,4,3,5,3,3,3,4,3,3,1,3,4,1,3,0,3,0,0,1,2,2
543,2,2,2,2,5,2,3,4,3,1,1,0,1,1,3,1,0,1,0,0,1,1,1
544,3,3,4,5,5,5,2,3,1,2,1,2,2,0,1,1,0,2,0,0,1,3,0
545,2,2,4,5,5,2,1,5,4,1,3,4,1,4,3,3,0,1,2,0,1,0,0
546,3,3,3,3,5,3,3,3,2,2,4,4,2,2,0,4,0,2,0,2,0,2,2
547,1,1,1,2,5,1,5,4,4,0,3,3,0,0,0,3,0,0,0,0,1,0,0
548,3,3,4,5,4,5,2,4,3,2,3,2,2,4,2,3,0,2,0,0,1,1,0
549,4,4,4,3,5,1,3,4,4,3,3,4,3,1,4,1,0,3,0,0,3,3,3
550,3,3,3,3,5,3,1,1,1,2,4,1,2,2,4,4,0,2,2,0,1,2,2
551,4,4,4,4,5,4,1,4,4,3,4,3,3,2,4,3,0,3,0,0,1,3,3
552,3,3,3,3,3,3,3,5,1,2,1,3,2,3,3,1,0,2,2,2,1,2,2
553,3,3,3,3,4,3,1,5,2,2,2,2,2,1,2,2,0,2,0,0,1,2,2
554,2,2,4,4,5,2,2,5,3,1,3,3,1,1,3,3,0,1,0,0,1,1,1
555,1,1,4,3,5,1,2,3,4,0,0,0,0,4,0,0,0,0,0,0,1,2,1
556,4,4,4,4,4,4,4,2,2,3,3,0,3,0,1,3,0,3,3,3,0,3,3
557,3,3,3,3,3,3,3,1,4,2,1,4,2,2,4,2,0,2,2,2,1,2,2
558,5,5,2,5,5,1,1,4,0,4,3,4,4,2,4,1,0,4,0,0,1,0,2
559,5,5,4,5,5,5,1,2,4,4,1,4,4,4,4,4,0,4,4,0,1,4,4
560,5,5,1,1,1,1,4,1,1,4,4,1,4,4,1,1,0,4,0,0,1,2,0
561,4,4,3,4,4,4,4,2,3,3,3,3,3,3,3,3,0,3,0,0,2,4,3
562,3,3,3,3,5,3,3,4,1,2,0,0,2,2,0,0,0,2,2,2,1,2,2
563,5,5,5,2,5,5,5,4,4,4,1,4,4,3,4,4,0,4,0,0,1,4,4
564,3,3,4,4,5,2,4,4,1,2,0,2,2,3,1,1,0,2,0,0,1,0,0
565,4,4,4,1,5,2,3,2,1,3,3,1,3,0,1,1,0,3,0,0,1,1,1
566,3,3,4,3,5,4,3,4,4,2,1,2,2,1,4,2,0,2,0,0,0,0,0
567,3,3,3,3,5,4,1,3,0,2,0,2,2,0,1,0,0,2,0,0,1,0,0
568,4,4,4,3,5,4,1,4,1,3,4,4,3,0,1,4,0,3,0,0,1,2,1
